Quarter,County,Waste Type,Waste Category,Waste Amount (tonnes)
"July 01, 2010",Mayo,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,"15,084.05"
2010Q3,,Non-Hazardous,construction and demolition waste,11040
2010Q3,Mayo,Non-Hazardous,,11266
2010Q3,Mayo,Non-Hazardous,MUNICIPAL SOLID WASTE,21306.03
2010-07-01,co. Mayo,Non-Hazardous,O r g a n i c  W a s t e ,12280
2010Q3,Meath,Hazardous,Chemical Waste,24924.86
01 July 2010,Meath,Hazardous,Waste (E-Waste) Electronic,21597.420000
2010Q3,Meath,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,"14,456.77"
2010Q3,Meath,Hazardous,Medical_Waste,"7,998.54"
Q4 2010,Meath Co.,Non-Hazardous,AGRICULTURAL WASTE,24246
01 July 2010,Meath,Non-Hazardous,Demolition Waste and Construction,"18,151.81"
Q2 2010,Meath,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,15399.350000
2010-07-01,,Non-Hazardous,Municipal Solid Waste,11619.510000
2010Q3,Meath,Non-Hazardous,Organic Waste,20803
01-07-2010,Monaghan,Hazardous,   Chemical Waste  ,23346.010000
01-07-2010,Monaghan,Hazardous,   Electronic Waste (E-Waste)  ,15914
2010Q3,Co. Monaghan,Hazardous,industrial hazardous waste,18858
2010Q3,Monaghan,Hazardous,medical waste,18534.760000000002
2010Q3,Monaghan,Non-Hazardous,AGRICULTURAL WASTE,2700.8
01/07/2010,Monaghan,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,5704.12
2010Q3,Monaghan,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,"17,372.89"
01-07-2010,Monaghan,Non-Hazardous,Municipal Solid Waste,23068.07
01/07/2010,Monaghan,Non-Hazardous,NAN,13160.57
Q3 2010,Offaly,Hazardous,Chemical Waste,"5,338.26"
2010-07-01,County Offaly,Hazardous,(E-Waste) Electronic Waste,17417.520000
2010Q3,Offaly,Hazardous,Industrial_Hazardous_Waste,8913.530000
01 July 2010,Offaly,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,9325.170000
2010Q3,Offaly,Non-Hazardous,Agricultural Waste,8465
"July 01, 2010",Offaly,Non-Hazardous,Demolition and Waste Construction,14166
"July 01, 2010",Offaly,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,20509
01-07-2010,nan Co.,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,18844.760000000002
01-07-2010,Offaly,Non-Hazardous,O r g a n i c  W a s t e ,14746
2010Q3,Roscommon,Hazardous,Chemical Waste,20807
Q1 2010,Roscommon,Hazardous,ELECTRONIC WASTE (E-WASTE),"14,394.09"
2010Q3,Co. Roscommon,Hazardous,Industrial_Hazardous_Waste,14343
,county Roscommon,Hazardous,Medical Waste,52264.6
01 July 2010,county Roscommon,Non-Hazardous,n a n ,19299.760000
2010Q3,Roscommon,Non-Hazardous,Construction_and_Demolition_Waste,15456
2010-07-01,co. Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,14160
01/07/2010,Roscommon,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,"21,338.25"
2010-07-01,Roscommon,Non-Hazardous,Organic Waste,17887.210000
01-07-2010,Sligo County,Hazardous,Chemical_Waste,11825.2
2010Q3,,Hazardous,   Electronic Waste (E-Waste)  ,8982
01 July 2010,Sligo,Hazardous,Industrial Hazardous Waste,12325
2010Q3,Sligo,Hazardous,MEDICAL WASTE,"3,398.66"
2010Q3,Sligo co.,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,"4,441.93"
2010Q3,Sligo,Non-Hazardous,and Waste Demolition Construction,15392.84
2010Q3,county nan,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,12357.260000
2010Q3,Sligo,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,4548.89
01-07-2010,Sligo,Non-Hazardous,O r g a n i c  W a s t e ,11972.050000
2010 Q2,Tipperary,Hazardous,CHEMICAL WASTE,"18,142.03"
Q1 2010,Tipperary,,ELECTRONIC WASTE (E-WASTE),18707
2010Q3,Tipperary,Hazardous,   Industrial Hazardous Waste  ,11132
01/07/2010,Tipperary County,Hazardous,Waste Medical,12727.61
2010Q3,,Non-Hazardous,Agricultural Waste,13916.93
,county Tipperary,Non-Hazardous,   Construction and Demolition Waste  ,14992
Q2 2010,Tipperary,Non-Hazardous,   Industrial Non-Hazardous Waste  ,11958.82
2010-07-01,Co. Tipperary,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,25174.72
2010Q3,Tipperary County,Non-Hazardous,Waste Organic,20689.64
2010Q3,Waterford county,Hazardous,   Chemical Waste  ,15823.62
01/07/2010,county Waterford,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),"11,882.22"
01-07-2010,Waterford,Hazardous,Industrial Waste Hazardous,"8,594.84"
01/07/2010,Waterford,Hazardous,M e d i c a l  W a s t e ,23842.93
01/07/2010,Waterford,Non-Hazardous,   Agricultural Waste  ,17311.840000
01/07/2010,Waterford,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,"6,088.88"
2010-07-01,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,24220.420000
2010Q3,Waterford,Non-Hazardous,,11695
2010Q3,Waterford,Non-Hazardous,organic waste,"10,553.59"
2010Q3,Westmeath,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,"15,715.33"
2010Q3,Westmeath,Hazardous,   Electronic Waste (E-Waste)  ,"18,229.47"
2010Q3,Westmeath,Hazardous,Industrial Hazardous Waste,"12,226.15"
01-07-2010,Westmeath county,,M e d i c a l  W a s t e ,14555.460000
2010-07-01,Westmeath,Non-Hazardous,Agricultural_Waste,"8,980.75"
01 July 2010,Westmeath,Non-Hazardous,construction and demolition waste,8700
01 July 2010,Westmeath,Non-Hazardous,industrial non-hazardous waste,23822.820000
,Westmeath,Non-Hazardous,Solid Waste Municipal,7412.140000
2010Q3,co. Westmeath,Non-Hazardous,Organic Waste,"6,459.29"
01-07-2010,Wexford County,Hazardous,   Chemical Waste  ,21210.400000
2010Q3,Wexford,Hazardous,   Electronic Waste (E-Waste)  ,8446.340000
01-07-2010,Wexford,Hazardous,Industrial_Hazardous_Waste,15771.130000
01/07/2010,Wexford,Hazardous,Medical Waste,17045.8
01 July 2010,Wexford,,   Agricultural Waste  ,"15,558.34"
"July 01, 2010",Wexford,Non-Hazardous,n a n ,"10,083.77"
2010-07-01,Wexford,Non-Hazardous,industrial non-hazardous waste,11639.380000
01 July 2010,Wexford,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,16880.9
2010-07-01,,Non-Hazardous,   Organic Waste  ,18157.990000
"July 01, 2010",Wicklow,,Chemical Waste,"17,309.52"
"July 01, 2010",Wicklow co.,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),"19,262.43"
2010Q3,Wicklow,Hazardous,Industrial_Hazardous_Waste,"14,726.47"
2010 Q1,Wicklow co.,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,15195.810000
2010Q3,County Wicklow,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,11256.840000
01/07/2010,Wicklow,Non-Hazardous,Construction and Demolition Waste,"11,553.13"
01/07/2010,Wicklow Co.,Non-Hazardous,Non-Hazardous Waste Industrial,6670.65
2010Q3,Wicklow,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,6983.360000000001
01/07/2010,Wicklow county,Non-Hazardous,ORGANIC WASTE,
2010Q4,Antrim,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,18405.360000
01-10-2010,Antrim,Hazardous,   Electronic Waste (E-Waste)  ,"15,247.14"
"October 01, 2010",Antrim,Hazardous,   Industrial Hazardous Waste  ,16533.26
,Antrim,Hazardous,M e d i c a l  W a s t e ,15919.51
2010Q4,Antrim,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,
2010 Q2,Antrim,Non-Hazardous,   Construction and Demolition Waste  ,14570.76
,Antrim,Non-Hazardous,industrial non-hazardous waste,19076
01 October 2010,Antrim,Non-Hazardous,MUNICIPAL SOLID WASTE,"24,917.15"
01 October 2010,Antrim,,NAN,22698.420000
2010Q4,Carlow,Hazardous,Chemical_Waste,
2010 Q3,Carlow,Hazardous,Waste (E-Waste) Electronic,16095.18
2010Q4,,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,"9,568.40"
2010-10-01,Carlow,Hazardous,medical waste,"17,283.08"
2010 Q2,Carlow,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,"15,530.19"
Q1 2010,Carlow county,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,23260.210000
2010Q4,Carlow County,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,
2010Q4,Co. Carlow,Non-Hazardous,,16201.9
2010Q4,co. Carlow,Non-Hazardous,O r g a n i c  W a s t e ,"13,844.38"
2010Q4,Cavan,Hazardous,C h e m i c a l  W a s t e ,25769.610000
01/10/2010,Cavan co.,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),13690
01-10-2010,Cavan,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,19451
2010 Q2,Cavan,Hazardous,Medical Waste,18138
01-10-2010,co. Cavan,Non-Hazardous,AGRICULTURAL WASTE,"20,936.74"
2010Q4,Cavan,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,11183.92
01/10/2010,Cavan,,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,19463.560000
2010Q4,Cavan,Non-Hazardous,Municipal_Solid_Waste,"16,032.08"
2010Q4,Cavan,Non-Hazardous,Organic Waste,10943.150000000001
01 October 2010,co. Clare,Hazardous,Chemical_Waste,21717.089999999997
2010Q4,co. Clare,Hazardous,Electronic Waste (E-Waste),17335
01/10/2010,Clare,Hazardous,Hazardous Waste Industrial,16213.720000000001
2010Q4,Clare,Hazardous,Waste Medical,9125
2010 Q1,Clare,Non-Hazardous,Agricultural Waste,22228.540000
01-10-2010,Clare,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,8424.17
2010Q4,Clare,Non-Hazardous,Industrial Waste Non-Hazardous,"18,838.55"
2010Q4,Clare,Non-Hazardous,   Municipal Solid Waste  ,"13,348.67"
"October 01, 2010",Clare,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,"14,903.74"
"October 01, 2010",Cork,Hazardous,   Chemical Waste  ,10732.790000
"October 01, 2010",Cork,Hazardous,Electronic Waste (E-Waste),"10,783.81"
2010Q4,Cork County,Hazardous,Industrial Hazardous Waste,"23,802.15"
2010-10-01,Cork,Hazardous,MEDICAL WASTE,10585.26
01 October 2010,County Cork,Non-Hazardous,Agricultural_Waste,19018
2010Q4,Cork Co.,Non-Hazardous,Demolition Waste Construction and,18438.710000
2010Q4,Co. Cork,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,16033.130000
2010Q4,Cork,Non-Hazardous,MUNICIPAL SOLID WASTE,3076
01-10-2010,Cork,Non-Hazardous,Organic_Waste,"21,863.19"
01-10-2010,Donegal,Hazardous,Chemical Waste,11004.1
2010Q4,Donegal,Hazardous,electronic waste (e-waste),"10,350.72"
Q1 2010,Donegal,Hazardous,industrial hazardous waste,"13,168.76"
"October 01, 2010",Donegal,,   Medical Waste  ,17667.02
01-10-2010,Donegal,Non-Hazardous,AGRICULTURAL WASTE,12557
01-10-2010,Donegal,Non-Hazardous,construction and demolition waste,"8,853.22"
01-10-2010,Donegal,Non-Hazardous,Industrial_Non-Hazardous_Waste,6642.740000000001
01-10-2010,Donegal co.,Non-Hazardous,Municipal Waste Solid,14592
2010-10-01,co. Donegal,Non-Hazardous,   Organic Waste  ,20807.050000
Q4 2010,Down,Hazardous,CHEMICAL WASTE,10075
2010 Q3,Down Co.,Hazardous,Electronic Waste (E-Waste),
01/10/2010,Down,Hazardous,industrial hazardous waste,"16,646.88"
"October 01, 2010",Down,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,
01-10-2010,Down,,agricultural waste,10261
2010Q4,Down County,Non-Hazardous,Construction_and_Demolition_Waste,15194.169999999998
2010-10-01,Down,Non-Hazardous,Industrial Non-Hazardous Waste,16483
2010-10-01,Co. Down,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,20617
2010Q4,Down,Non-Hazardous,   Organic Waste  ,"13,420.64"
01-10-2010,Dublin,Hazardous,CHEMICAL WASTE,22596.980000
2010Q4,,Hazardous,Electronic_Waste_(E-Waste),17212.58
"October 01, 2010",Dublin,Hazardous,   Industrial Hazardous Waste  ,18702
01 October 2010,Dublin,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,
,county Dublin,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,19600.910000
01 October 2010,co. Dublin,Non-Hazardous,   nan  ,16319.029999999999
2010Q4,county Dublin,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,12505.780000
01 October 2010,Dublin,Non-Hazardous,Municipal Solid Waste,19605
01/10/2010,Dublin,Non-Hazardous,n a n ,22429.940000
01 October 2010,Galway,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,"21,262.60"
01 October 2010,Galway,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),17614.350000
01-10-2010,,Hazardous,Industrial Waste Hazardous,"14,681.12"
2010Q4,Galway,Hazardous,M e d i c a l  W a s t e ,16650
2010Q4,,Non-Hazardous,Agricultural Waste,10996.45
2010Q4,Galway co.,Non-Hazardous,   Construction and Demolition Waste  ,15850.060000000001
Q3 2010,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,16075.660000
2010Q4,Galway,Non-Hazardous,Municipal_Solid_Waste,9804
"October 01, 2010",county Galway,Non-Hazardous,   Organic Waste  ,
2010-10-01,Kerry,Hazardous,Waste Chemical,"12,574.95"
01 October 2010,Kerry County,Hazardous,electronic waste (e-waste),15341.449999999999
2010Q4,Kerry,Hazardous,   Industrial Hazardous Waste  ,15050.130000000001
2010Q4,Kerry,Hazardous,Medical_Waste,16107.360000
2010Q4,Kerry,Non-Hazardous,agricultural waste,16041.05
"October 01, 2010",Kerry,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,15353
,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,"12,927.38"
,Kerry,Non-Hazardous,Municipal Solid Waste,19706.83
01-10-2010,Kerry,Non-Hazardous,O r g a n i c  W a s t e ,"12,556.24"
2010Q4,Kildare,Hazardous,Chemical Waste,15957.92
"October 01, 2010",Kildare co.,Hazardous,(E-Waste) Waste Electronic,"11,487.60"
"October 01, 2010",Kildare,Hazardous,industrial hazardous waste,142326.6
2010Q4,Kildare,Hazardous,Waste Medical,16624.46
,Kildare,Non-Hazardous,Agricultural Waste,23399.699999999997
01/10/2010,co. Kildare,Non-Hazardous,and Waste Construction Demolition,21899.300000000003
2010Q4,Kildare,Non-Hazardous,   Industrial Non-Hazardous Waste  ,"20,817.83"
2010Q4,co. Kildare,Non-Hazardous,Municipal_Solid_Waste,18298.060000
01 October 2010,Kildare,Non-Hazardous,   Organic Waste  ,11024.94
2010Q4,Kilkenny,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,5604
2010Q4,co. Kilkenny,Hazardous,Electronic Waste (E-Waste),12381.210000
,Kilkenny county,Hazardous,   Industrial Hazardous Waste  ,
2010-10-01,Kilkenny co.,,medical waste,"17,683.34"
01-10-2010,Kilkenny County,Non-Hazardous,Agricultural_Waste,6875
2010Q4,Kilkenny,Non-Hazardous,   nan  ,19358
01 October 2010,Kilkenny,Non-Hazardous,,3845.360000
01/10/2010,County Kilkenny,Non-Hazardous,Municipal_Solid_Waste,18072.04
2010Q4,Kilkenny,Non-Hazardous,ORGANIC WASTE,"18,298.96"
2010Q4,Laois,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,14011
2010Q4,co. Laois,Hazardous,ELECTRONIC WASTE (E-WASTE),13704.48
01 October 2010,Laois,,Industrial Hazardous Waste,"10,737.02"
2010Q4,Laois,Hazardous,   Medical Waste  ,14823.02
,Laois,Non-Hazardous,Agricultural Waste,"7,551.68"
2010Q4,Laois,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,11698
01-10-2010,Laois,,Industrial_Non-Hazardous_Waste,15378.27
,Laois,Non-Hazardous,Solid Municipal Waste,16839.100000
"October 01, 2010",Laois,Non-Hazardous,   Organic Waste  ,13467.050000
2010Q4,Co. Limerick,Hazardous,Chemical Waste,18570
2010-10-01,Limerick county,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),10057
2010Q4,Limerick,Hazardous,   nan  ,9983.870000
2010Q4,Limerick,Hazardous,medical waste,
Q4 2010,county Limerick,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,"13,974.60"
2010 Q3,Limerick,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,13622.81
01/10/2010,Limerick,Non-Hazardous,NAN,11940.930000
"October 01, 2010",Limerick,Non-Hazardous,   Municipal Solid Waste  ,15434.310000
"October 01, 2010",Limerick,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,5483.46
2010-10-01,Louth county,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,19690
2010Q4,Louth,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),19505.59
2010Q4,Louth Co.,Hazardous,Industrial_Hazardous_Waste,12954.900000000001
2010Q4,Louth,,medical waste,21521
2010Q4,Louth,Non-Hazardous,AGRICULTURAL WASTE,10778
2010-10-01,Louth,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,18818.21
2010-10-01,Louth Co.,Non-Hazardous,Non-Hazardous Waste Industrial,7218.330000
01/10/2010,Louth,Non-Hazardous,Municipal_Solid_Waste,22977.170000
2010Q4,Louth,,   Organic Waste  ,"18,593.73"
01/10/2010,Mayo co.,Hazardous,Chemical_Waste,"6,607.97"
01-10-2010,Mayo,Hazardous,ELECTRONIC WASTE (E-WASTE),
2010-10-01,Mayo county,Hazardous,   Industrial Hazardous Waste  ,17288
01-10-2010,Mayo,Hazardous,medical waste,18455.050000
01/10/2010,Mayo,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,8640
01-10-2010,Mayo county,Non-Hazardous,Construction_and_Demolition_Waste,7147.390000
2010-10-01,Mayo county,Non-Hazardous,NAN,7016.39
2010-10-01,Mayo,,municipal solid waste,"23,942.17"
2010Q4,Mayo,Non-Hazardous,organic waste,11111.96
Q4 2010,Meath,Hazardous,CHEMICAL WASTE,"25,104.30"
,Meath,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),11434
2010Q4,county Meath,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,"19,358.25"
2010Q4,Meath Co.,Hazardous,Medical Waste,13283.67
"October 01, 2010",Meath,Non-Hazardous,   Agricultural Waste  ,"24,201.31"
"October 01, 2010",co. Meath,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,11565
2010-10-01,Meath Co.,Non-Hazardous,,15541.530000
01-10-2010,Meath,Non-Hazardous,   Municipal Solid Waste  ,18952
01/10/2010,Meath,Non-Hazardous,Organic Waste,21012.950000
"October 01, 2010",Co. Monaghan,Hazardous,CHEMICAL WASTE,13180
01-10-2010,Monaghan,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),22869.310000
01 October 2010,Monaghan,Hazardous,Waste Industrial Hazardous,8446.02
2010Q4,Monaghan co.,Hazardous,Medical_Waste,17394.400000
"October 01, 2010",Monaghan,Non-Hazardous,agricultural waste,17218.410000
2010Q4,,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,18627.9
01 October 2010,Co. Monaghan,,industrial non-hazardous waste,"15,251.69"
2010Q4,county Monaghan,Non-Hazardous,n a n ,"6,384.81"
2010Q4,Monaghan county,Non-Hazardous,   Organic Waste  ,23802
01/10/2010,County Offaly,Hazardous,C h e m i c a l  W a s t e ,15133.240000
2010-10-01,Offaly,Hazardous,Electronic Waste (E-Waste),9743.650000
01 October 2010,Offaly,Hazardous,industrial hazardous waste,6992
Q4 2010,Offaly,Hazardous,   Medical Waste  ,21611.44
2010Q4,Offaly,Non-Hazardous,Agricultural_Waste,13162.020000
01-10-2010,County Offaly,Non-Hazardous,Construction_and_Demolition_Waste,17961
2010Q4,Offaly county,Non-Hazardous,   Industrial Non-Hazardous Waste  ,5611
2010Q4,Offaly Co.,Non-Hazardous,   Municipal Solid Waste  ,6321
2010 Q3,Offaly,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,"9,418.70"
"October 01, 2010",Roscommon,Hazardous,   Chemical Waste  ,7169
01/10/2010,Roscommon,Hazardous,   nan  ,"16,467.76"
2010-10-01,co. nan,Hazardous,   Industrial Hazardous Waste  ,"21,712.47"
,County Roscommon,Hazardous,M e d i c a l  W a s t e ,19100.3
"October 01, 2010",Roscommon,Non-Hazardous,AGRICULTURAL WASTE,16520
2010Q4,Roscommon,Non-Hazardous,construction and demolition waste,"14,948.82"
2010 Q2,Roscommon,,Industrial Non-Hazardous Waste,
2010Q4,Roscommon,Non-Hazardous,municipal solid waste,17526.100000000002
2010Q4,Roscommon,Non-Hazardous,O r g a n i c  W a s t e ,10904.530000
"October 01, 2010",Sligo,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,20902.64
"October 01, 2010",Sligo,Hazardous,Electronic Waste (E-Waste),14210.650000000001
2010Q4,Sligo,Hazardous,industrial hazardous waste,12676
,Sligo co.,Hazardous,Medical Waste,13850.890000
Q4 2010,Sligo,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,19347
01 October 2010,Sligo,Non-Hazardous,Construction_and_Demolition_Waste,11869.260000
,county Sligo,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,14236
2010Q4,County nan,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,15283
01-10-2010,Sligo,Non-Hazardous,Organic Waste,"11,977.89"
2010Q4,Tipperary,Hazardous,   Chemical Waste  ,8171.350000
2010-10-01,Tipperary,Hazardous,   Electronic Waste (E-Waste)  ,18373.21
"October 01, 2010",Tipperary,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,14825
2010Q4,Tipperary,Hazardous,Medical Waste,14443.400000
"October 01, 2010",,Non-Hazardous,Agricultural Waste,9717.620000
"October 01, 2010",Tipperary,Non-Hazardous,Construction and Demolition Waste,13058.92
2010Q4,Tipperary,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,20244.22
2010Q4,Tipperary county,Non-Hazardous,Municipal_Solid_Waste,16873.14
2010Q4,Tipperary,Non-Hazardous,Organic Waste,15070.58
"October 01, 2010",Waterford,Hazardous,   Chemical Waste  ,18139.510000000002
2010Q4,Waterford,,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),"23,555.66"
01-10-2010,Waterford,Hazardous,Industrial Waste Hazardous,"13,463.50"
2010-10-01,Waterford co.,Hazardous,Waste Medical,26096.15
2010-10-01,Waterford,Non-Hazardous,Agricultural Waste,19246.100000
"October 01, 2010",Waterford,Non-Hazardous,   Construction and Demolition Waste  ,6014.060000
01 October 2010,Waterford,Non-Hazardous,Non-Hazardous Industrial Waste,13582.840000
2010Q4,Waterford,Non-Hazardous,MUNICIPAL SOLID WASTE,19101
01/10/2010,Co. Waterford,Non-Hazardous,O r g a n i c  W a s t e ,11566.33
2010Q4,Westmeath,Hazardous,   Chemical Waste  ,27291.1
2010Q4,co. Westmeath,Hazardous,Electronic_Waste_(E-Waste),12219.77
2010Q4,co. Westmeath,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,"18,334.56"
01 October 2010,nan co.,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,"15,975.46"
,Westmeath,Non-Hazardous,   Agricultural Waste  ,"16,311.55"
2010Q4,Westmeath,Non-Hazardous,Construction and Demolition Waste,12855
01-10-2010,Co. Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,"21,638.39"
2010Q4,Westmeath,Non-Hazardous,   Municipal Solid Waste  ,9665.760000
01 October 2010,Westmeath,Non-Hazardous,Organic Waste,"12,478.35"
2010Q4,Wexford,Hazardous,Chemical_Waste,13368
01-10-2010,Wexford county,Hazardous,Electronic_Waste_(E-Waste),13850
Q4 2010,Wexford,Hazardous,Waste Hazardous Industrial,10654.289999999999
01/10/2010,co. Wexford,Hazardous,,10779
01/10/2010,Wexford,Non-Hazardous,Agricultural Waste,18156.05
"October 01, 2010",Wexford,Non-Hazardous,construction and demolition waste,12987.480000
"October 01, 2010",Wexford,Non-Hazardous,,11926.28
01-10-2010,nan Co.,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,"10,670.64"
01-10-2010,Wexford,Non-Hazardous,ORGANIC WASTE,"16,495.69"
2010-10-01,Wicklow,Hazardous,chemical waste,11789
"October 01, 2010",Wicklow,Hazardous,electronic waste (e-waste),"14,236.85"
2010Q4,Wicklow County,Hazardous,Industrial_Hazardous_Waste,4032.190000
2010-10-01,Wicklow,Hazardous,Medical Waste,15156.320000
01 October 2010,Wicklow co.,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,
01 October 2010,Wicklow,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,23752.970000
"October 01, 2010",Wicklow,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,13467.090000
2010Q4,Wicklow,Non-Hazardous,Municipal Solid Waste,16388
2010Q4,Wicklow,Non-Hazardous,   Organic Waste  ,11742.850000
"January 01, 2011",Antrim,Hazardous,C h e m i c a l  W a s t e ,16936.99
2011Q1,Antrim,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),"16,257.68"
2011Q1,Antrim County,Hazardous,Industrial Hazardous Waste,7037.650000
01-01-2011,Antrim,Hazardous,MEDICAL WASTE,18948.720000
,County Antrim,Non-Hazardous,Agricultural Waste,21888.800000
2011Q1,Antrim,Non-Hazardous,Construction and Demolition Waste,17327
