Quarter,County,Waste Type,Waste Category,Treatment Method,Waste Amount (tonnes),Price of Treatment (€ per tonne)
2008_Q1,Antrim,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,8800.45,394.11
2008_Q2,Antrim,Hazardous,Industrial Hazardous Waste,Disposal - Other,5866.97,57.0
2008_Q1,Antrim,Hazardous,Medical Waste,,15018.02,71.76
2008_Q1,Antrim,Hazardous,Medical Waste,Disposal - Other,3754.5,79.95
2008_Q1,Antrim,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5742.44,59.0
2008_Q1,Antrim,,Agricultural Waste,Recovery - Composting,5742.44,60.0
2008_Q1,Antrim,Non-Hazardous,Agricultural Waste,Disposal - Other,2871.22,50.47
2008_Q1,Antrim,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5251.66,60.14
,Antrim,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,12253.87,31.0
2008_Q1,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,4032.52,57.53
2008_Q1,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,4032.52,66.97
2008_Q1,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2016.26,66.92
2008_Q1,Antrim,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,9794.25,73.81
2008_Q1,Antrim,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5876.55,61.0
2008_Q1,Antrim,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3917.7,51.16
2008_Q1,Antrim,Non-Hazardous,Organic Waste,,7995.89,55.15
2008_Q1,Antrim,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3426.81,66.24
2008_Q1,Carlow,Hazardous,Chemical Waste,Disposal - Incineration,,76.22
2008_Q1,Carlow,Hazardous,Chemical Waste,,4624.49,52.21
2008_Q1,Carlow,Hazardous,Electronic Waste,Recovery - Recycling,16217.04,73.13
2008_Q1,Carlow,Hazardous,Electronic Waste,Disposal - Other,1801.89,61.0
2008_Q1,Carlow,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,77814.9,51.51
2008_Q1,Carlow,Hazardous,Industrial Hazardous Waste,Disposal - Other,5187.66,78.18
2008_Q1,Carlow,Hazardous,Medical Waste,Disposal - Incineration,18454.03,66.0
2008_Q1,Carlow,Hazardous,Medical Waste,Disposal - Other,4613.51,385.0
2008_Q1,Carlow,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5590.18,73.34
2008_Q1,Carlow,Non-Hazardous,Agricultural Waste,Recovery - Composting,5590.18,78.87
2008_Q1,Carlow,Non-Hazardous,Agricultural Waste,Disposal - Other,2795.0,79.78
2008_Q1,Carlow,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,3344.58,77.79
2008_Q1,Carlow,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,7804.02,49.91
2008_Q1,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,853.83,78.93
2008_Q1,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,853.83,52.94
2008_Q4,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,426.91,64.52
2008_Q1,Carlow,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,9825.56,68.55
2008_Q1,Carlow,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5895.34,63.0
2008_Q2,Carlow,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3930.23,68.0
2008_Q3,Carlow,Non-Hazardous,Organic Waste,Recovery - Composting,6136.0,60.19
2008_Q1,Carlow,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2630.06,53.08
2008_Q1,Cavan,Hazardous,Chemical Waste,Disposal - Incineration,,61.95
2008_Q1,Cavan,Hazardous,Chemical Waste,Disposal - Other,2841.42,209.39
2008_Q1,Cavan,Hazardous,Electronic Waste,Recovery - Recycling,17298.8,66.61
2008_Q1,Cavan,Hazardous,Electronic Waste,Disposal - Other,1922.09,53.77
2008_Q1,Cavan,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,7380.98,376.37
2008_Q1,Cavan,Hazardous,Industrial Hazardous Waste,Disposal - Other,4920.0,439.21
2008_Q1,Cavan,Hazardous,Medical Waste,Disposal - Incineration,11655.99,485.0
2008_Q1,Cavan,Hazardous,Medical Waste,Disposal - Other,2914.0,77.0
2008_Q1,Cavan,Non-Hazardous,Agricultural Waste,Disposal - Landfill,1898.66,50.02
2008_Q1,Cavan,Non-Hazardous,Agricultural Waste,Recovery - Composting,,41.0
2008_Q1,Cavan,Non-Hazardous,Agricultural Waste,Disposal - Other,949.33,41.48
2008_Q1,Cavan,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,6451.38,67.44
2008_Q1,Cavan,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,15053.0,62.95
2008_Q1,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6657.32,75.73
2008_Q1,Cavan,Non-Hazardous,Industrial Hazardous Waste,,,51.46
2008_Q1,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3328.66,54.87
2008_Q1,,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,7099.39,79.29
2008_Q1,Cavan,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4259.0,53.12
2008_Q1,Cavan,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2839.76,80.0
2008_Q1,Cavan,Non-Hazardous,,Recovery - Composting,6782.92,79.49
2008_Q1,Cavan,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2906.97,49.0
2008_Q1,Clare,Hazardous,Chemical Waste,Disposal - Incineration,10244.02,68.42
2008_Q1,Clare,Hazardous,Chemical Waste,Disposal - Other,4390.29,51.0
2008_Q1,Clare,Hazardous,Electronic Waste,Recovery - Recycling,13708.94,281.8
2008_Q1,Clare,Hazardous,Electronic Waste,Disposal - Other,1523.22,283.14
2008_Q1,Clare,Hazardous,Industrial Hazardous Waste,,6714.23,72.0
2008_Q1,Clare,Hazardous,Industrial Hazardous Waste,Disposal - Other,4476.16,75.12
2008_Q1,Clare,Hazardous,Medical Waste,Disposal - Incineration,12811.2,67.3
2008_Q1,Clare,Hazardous,Medical Waste,Disposal - Other,3202.8,54.0
2008_Q1,Clare,Non-Hazardous,Agricultural Waste,Disposal - Landfill,3486.33,59.49
2008_Q4,Clare,Non-Hazardous,Agricultural Waste,Recovery - Composting,3486.33,46.0
2008_Q1,Clare,Non-Hazardous,Agricultural Waste,Disposal - Other,1743.17,41.52
2008_Q1,Clare,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4879.3,66.06
2008_Q1,Clare,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,11385.0,65.85
2008_Q1,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6107.64,75.0
2008_Q1,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6107.64,60.65
2008_Q1,Clare,Non-Hazardous,,Recovery - Energy Recovery,3053.82,62.0
2008_Q1,Clare,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,7456.23,56.96
2008_Q1,Clare,Non-Hazardous,N A N,Recovery - Recycling,4473.74,61.66
2008_Q1,Clare,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2982.49,60.08
2008_Q1,Clare,Non-Hazardous,Organic Waste,Recovery - Composting,8504.03,55.95
2008_Q1,Clare,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3644.58,68.48
2008_Q1,Cork,Hazardous,Chemical Waste,Disposal - Incineration,15846.5,61.22
,Cork,Hazardous,Chemical Waste,Disposal - Other,6791.36,71.0
2008_Q1,Cork,,Electronic Waste,Recovery - Recycling,24112.88,157.6
,Cork,Hazardous,Electronic Waste,Disposal - Other,2679.21,77.09
2008_Q1,Cork,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,12596.85,399.0
2008_Q1,Cork,Hazardous,Industrial Hazardous Waste,Disposal - Other,8397.9,386.0
2008_Q4,Cork,Hazardous,Medical Waste,Disposal - Incineration,10908.95,68.0
2008_Q1,Cork,Hazardous,Medical Waste,Disposal - Other,2727.24,74.0
2008_Q1,Cork,,Agricultural Waste,Disposal - Landfill,8961.69,63.0
2008_Q1,Cork,Non-Hazardous,Agricultural Waste,Recovery - Composting,8961.69,49.0
2008_Q2,Cork,Non-Hazardous,Agricultural Waste,Disposal - Other,4480.84,77.0
2008_Q1,Cork,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4492.39,58.82
2008_Q1,Cork,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,10482.25,61.99
2008_Q1,Cork,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,4765.0,73.0
2008_Q1,Cork,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,4765.7,79.87
2008_Q1,Cork,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2382.85,62.58
,Cork,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,5675.25,68.57
2008_Q1,Cork,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3405.15,51.76
2008_Q1,Cork,Non-Hazardous,,Recovery - Energy Recovery,2270.1,76.02
2008_Q1,Cork,Non-Hazardous,Organic Waste,Recovery - Composting,5286.22,76.54
2008_Q1,Cork,,Organic Waste,Recovery - Energy Recovery,2265.53,41.08
2008_Q1,Donegal,Hazardous,Chemical Waste,Disposal - Incineration,13361.84,58.42
2008_Q3,Donegal,Hazardous,Chemical Waste,Disposal - Other,5726.5,58.51
2008_Q2,Donegal,Hazardous,Electronic Waste,Recovery - Recycling,11946.58,61.2
2008_Q1,Donegal,Hazardous,Electronic Waste,Disposal - Other,1327.4,216.77
2008_Q1,Donegal,Hazardous,Industrial Hazardous Waste,,8475.35,71.8
2008_Q1,Donegal,Hazardous,Industrial Hazardous Waste,Disposal - Other,5650.23,72.03
2008_Q1,Donegal,Hazardous,Medical Waste,Disposal - Incineration,14095.0,337.83
2008_Q1,Donegal,Hazardous,Medical Waste,Disposal - Other,3523.76,527.9
2008_Q1,Donegal,Non-Hazardous,Agricultural Waste,Disposal - Landfill,4118.19,40.46
2008_Q1,Donegal,Non-Hazardous,Agricultural Waste,Recovery - Composting,4118.19,63.05
2008_Q1,Donegal,Non-Hazardous,Agricultural Waste,Disposal - Other,2059.1,61.96
2008_Q3,Donegal,,Construction and Demolition Waste,Disposal - Landfill,6231.5,30.17
2008_Q1,Donegal,,Construction and Demolition Waste,Recovery - Recycling,14540.16,45.08
2008_Q1,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,3884.48,75.92
2008_Q1,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,3884.0,56.42
2008_Q1,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,1942.24,55.01
2008_Q1,Donegal,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,4689.93,57.07
2008_Q1,Donegal,Non-Hazardous,Municipal Solid Waste,,2813.0,69.45
2008_Q1,Donegal,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1875.97,52.43
2008_Q1,Donegal,Non-Hazardous,Organic Waste,Recovery - Composting,4808.1,71.79
2008_Q1,Donegal,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2060.62,57.68
2008_Q1,Down,Hazardous,Chemical Waste,Disposal - Incineration,9898.51,311.89
2008_Q1,,Hazardous,Chemical Waste,Disposal - Other,4242.22,307.0
2008_Q1,Down,Hazardous,Electronic Waste,Recovery - Recycling,19887.08,273.0
2008_Q4,Down,Hazardous,Electronic Waste,Disposal - Other,2209.68,243.98
2008_Q1,Down,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,12332.02,61.16
2008_Q1,Down,,Industrial Hazardous Waste,,8221.34,461.57
2008_Q1,Down,Hazardous,Medical Waste,Disposal - Incineration,15316.66,74.92
2008_Q1,Down,Hazardous,Medical Waste,Disposal - Other,3829.16,60.2
2008_Q1,Down,Non-Hazardous,Agricultural Waste,Disposal - Landfill,3582.49,64.77
2008_Q1,Down,Non-Hazardous,Agricultural Waste,Recovery - Composting,3582.49,46.53
2008_Q1,Down,Non-Hazardous,Agricultural Waste,Disposal - Other,1791.25,58.16
2008_Q1,Down,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,6166.53,53.22
2008_Q1,Down,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,14388.0,77.1
2008_Q1,Down,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6642.46,60.92
2008_Q1,Down,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6642.46,61.63
2008_Q1,Down,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3321.23,71.65
2008_Q4,Down,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,7563.8,64.0
2008_Q1,Down,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4538.0,57.48
2008_Q1,Down,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3025.52,54.58
2008_Q1,Down,Non-Hazardous,Organic Waste,Recovery - Composting,12311.39,77.71
2008_Q1,Down,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5276.31,65.0
2008_Q1,Dublin,Hazardous,Chemical Waste,Disposal - Incineration,8452.9,64.37
2008_Q1,Dublin,,Chemical Waste,Disposal - Other,3622.67,66.08
2008_Q1,Dublin,,Electronic Waste,Recovery - Recycling,23038.19,59.97
2008_Q1,,Hazardous,Electronic Waste,Disposal - Other,2559.8,240.0
2008_Q1,Dublin,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,11052.8,68.85
2008_Q3,Dublin,Hazardous,Industrial Hazardous Waste,Disposal - Other,7368.53,67.86
2008_Q1,Dublin,Hazardous,Medical Waste,Disposal - Incineration,8533.58,480.0
2008_Q1,Dublin,Hazardous,,Disposal - Other,2133.0,73.28
2008_Q1,Dublin,Non-Hazardous,,,5785.61,71.29
2008_Q1,Dublin,Non-Hazardous,Agricultural Waste,Recovery - Composting,5785.0,30.0
2008_Q1,Dublin,Non-Hazardous,Agricultural Waste,Disposal - Other,2892.0,52.22
2008_Q1,Dublin,,Construction and Demolition Waste,Disposal - Landfill,4823.42,31.39
2008_Q1,Dublin,,Construction and Demolition Waste,Recovery - Recycling,11254.65,58.17
2008_Q1,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,56354.5,79.7
2008_Q1,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5635.45,73.0
2008_Q1,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2817.73,50.64
2008_Q4,Dublin,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,,52.0
2008_Q1,Dublin,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3958.32,75.08
2008_Q1,Dublin,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2638.88,68.25
2008_Q4,Dublin,Non-Hazardous,Organic Waste,Recovery - Composting,9791.85,71.92
2008_Q1,Dublin,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,4196.51,73.0
2008_Q1,Galway,Hazardous,Chemical Waste,Disposal - Incineration,6297.45,77.0
2008_Q1,Galway,Hazardous,,Disposal - Other,2698.0,61.12
2008_Q1,Galway,Hazardous,Electronic Waste,Recovery - Recycling,3147.69,77.52
2008_Q1,Galway,Hazardous,Electronic Waste,Disposal - Other,349.74,77.0
2008_Q1,Galway,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,8512.03,331.43
2008_Q1,Galway,Hazardous,Industrial Hazardous Waste,Disposal - Other,,51.49
,Galway,Hazardous,Medical Waste,Disposal - Incineration,10814.42,511.02
2008_Q1,Galway,Hazardous,Medical Waste,Disposal - Other,2703.6,75.04
2008_Q1,Galway,Non-Hazardous,Agricultural Waste,,4608.53,52.35
2008_Q1,Galway,Non-Hazardous,,Recovery - Composting,4608.53,50.86
2008_Q4,Galway,Non-Hazardous,,Disposal - Other,2304.27,79.75
2008_Q1,Galway,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4146.28,47.17
2008_Q1,Galway,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,9674.65,27.75
2008_Q1,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6321.14,62.45
2008_Q1,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6321.0,67.04
2008_Q1,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3160.57,71.33
2008_Q1,Galway,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,6522.61,76.17
2008_Q1,Galway,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3913.57,73.0
2008_Q1,Galway,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2609.05,72.0
2008_Q1,Galway,Non-Hazardous,Organic Waste,Recovery - Composting,12521.4,53.0
2008_Q1,Galway,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5366.31,63.2
2008_Q1,Kerry,Hazardous,Chemical Waste,Disposal - Incineration,11540.16,51.0
2008_Q1,Kerry,Hazardous,Chemical Waste,Disposal - Other,4945.78,55.59
2008_Q1,Kerry,Hazardous,Electronic Waste,Recovery - Recycling,7051.88,273.2
2008_Q1,Kerry,Hazardous,Electronic Waste,Disposal - Other,783.0,54.42
2008_Q1,Kerry,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,6010.24,375.84
2008_Q1,Kerry,Hazardous,Industrial Hazardous Waste,Disposal - Other,4006.83,267.28
2008_Q1,Kerry,Hazardous,Medical Waste,Disposal - Incineration,14332.74,585.08
2008_Q1,Kerry,Hazardous,Medical Waste,Disposal - Other,3583.18,54.01
2008_Q1,Kerry,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5463.09,34.0
2008_Q1,Kerry,Non-Hazardous,Agricultural Waste,Recovery - Composting,5463.09,65.61
2008_Q1,Kerry,Non-Hazardous,Agricultural Waste,,2731.0,71.0
,Kerry,,Construction and Demolition Waste,Disposal - Landfill,5793.0,78.0
2008_Q1,Kerry,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,135171.0,73.0
2008_Q1,Kerry,,Industrial Non-Hazardous Waste,Disposal - Landfill,5501.72,68.0
2008_Q1,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5501.72,51.67
2008_Q1,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2750.86,48.0
,Kerry,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,4940.09,73.0
2008_Q2,Kerry,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,2964.05,53.14
2008_Q1,Kerry,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1976.03,77.48
2008_Q1,Kerry,,Organic Waste,Recovery - Composting,10894.39,77.33
2008_Q1,Kerry,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,4669.02,54.0
,Kildare,Hazardous,Chemical Waste,Disposal - Incineration,,78.0
2008_Q1,Kildare,Hazardous,Chemical Waste,Disposal - Other,5674.5,73.18
2008_Q1,Kildare,Hazardous,Electronic Waste,Recovery - Recycling,11858.0,62.06
2008_Q1,Kildare,,Electronic Waste,Disposal - Other,,62.0
2008_Q1,Kildare,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,6627.51,61.0
2008_Q1,Kildare,Hazardous,Industrial Hazardous Waste,Disposal - Other,4418.34,58.32
2008_Q1,Kildare,Hazardous,Medical Waste,Disposal - Incineration,,76.98
2008_Q2,Kildare,Hazardous,Medical Waste,Disposal - Other,3249.78,402.78
2008_Q1,Kildare,Non-Hazardous,Agricultural Waste,Disposal - Landfill,6094.01,50.0
2008_Q1,Kildare,Non-Hazardous,Agricultural Waste,Recovery - Composting,6094.01,78.47
2008_Q1,Kildare,Non-Hazardous,Agricultural Waste,,3047.0,76.0
2008_Q1,Kildare,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,3870.65,57.3
2008_Q1,Kildare,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,9031.52,22.3
2008_Q1,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,4773.05,57.95
2008_Q1,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,4773.05,77.93
2008_Q2,Kildare,Non-Hazardous,Industrial Hazardous Waste,Recovery - Energy Recovery,2386.53,58.07
2008_Q1,Kildare,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,5839.31,77.0
2008_Q1,Kildare,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3503.59,59.31
2008_Q1,Kildare,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2335.73,55.0
2008_Q1,Kildare,Non-Hazardous,Organic Waste,Recovery - Composting,14022.56,62.63
2008_Q1,Kildare,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,6009.67,62.37
2008_Q1,Kilkenny,Hazardous,Chemical Waste,Disposal - Incineration,,64.0
2008_Q1,Kilkenny,Hazardous,Chemical Waste,Disposal - Other,3545.75,384.38
2008_Q1,Kilkenny,Hazardous,Electronic Waste,Recovery - Recycling,12301.01,211.27
2008_Q1,Kilkenny,Hazardous,Electronic Waste,Disposal - Other,1366.78,151.98
2008_Q1,Kilkenny,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,9370.0,73.0
2008_Q1,Kilkenny,Hazardous,Industrial Hazardous Waste,Disposal - Other,6247.32,492.53
2008_Q1,Kilkenny,Hazardous,Medical Waste,Disposal - Incineration,132577.4,54.84
2008_Q1,Kilkenny,Hazardous,Medical Waste,Disposal - Other,3314.44,78.45
2008_Q1,Kilkenny,Non-Hazardous,Agricultural Waste,Disposal - Landfill,6123.81,77.92
2008_Q1,Kilkenny,Non-Hazardous,Agricultural Waste,Recovery - Composting,6123.81,62.33
2008_Q1,Kilkenny,Non-Hazardous,Agricultural Waste,Disposal - Other,3061.0,56.75
2008_Q1,Kilkenny,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4213.3,71.0
2008_Q1,Kilkenny,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,9831.02,75.35
2008_Q1,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,8266.0,65.0
2008_Q1,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,8266.27,54.9
2008_Q1,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,4133.14,59.14
2008_Q1,Kilkenny,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,3987.65,62.27
,Kilkenny,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,2392.59,76.0
2008_Q1,Kilkenny,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1595.06,61.77
2008_Q1,Kilkenny,Non-Hazardous,Organic Waste,Recovery - Composting,12071.25,70.47
2008_Q1,Kilkenny,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5173.0,50.0
2008_Q1,Laois,Hazardous,Chemical Waste,Disposal - Incineration,11294.82,63.64
2008_Q1,Laois,Hazardous,Chemical Waste,Disposal - Other,4840.64,78.53
2008_Q1,Laois,Hazardous,Electronic Waste,Recovery - Recycling,11479.93,196.0
2008_Q1,,Hazardous,Electronic Waste,Disposal - Other,1275.55,78.55
2008_Q1,Laois,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,6308.86,78.0
2008_Q1,Laois,Hazardous,Industrial Hazardous Waste,Disposal - Other,4205.91,70.1
2008_Q1,Laois,Hazardous,Medical Waste,Disposal - Incineration,13935.29,470.09
2008_Q1,Laois,Hazardous,Medical Waste,Disposal - Other,3483.82,58.56
2008_Q1,Laois,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5627.39,61.27
2008_Q1,Laois,Non-Hazardous,Agricultural Waste,Recovery - Composting,5627.39,58.82
2008_Q1,,Non-Hazardous,Agricultural Waste,Disposal - Other,2813.69,53.33
2008_Q1,Laois,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5837.9,29.21
